word,definition,usage_context,is_slang
flossing,flirting subtly,She was flossing with that new haircut | He got caught in ghostmode when I saw his secret crush's story,reuse
stoned,feeling extremely relaxed,"I'm feeling stoned after this nap | The music festival was so lit, I got stoned for hours",reuse
woggles,to wobble or sway unsteadily,The woggles on the bridge made it difficult to navigate | The rollercoaster's sharp woggles made me scream,reuse
hinterland,a remote or unknown area,The team trekked through the hinterland to reach the base camp.,reuse
sauce,to add an extra layer of confidence or swagger to something,"John added the perfect lipstick to his outfit, and it was totally sauce.",reuse
fire,to describe something that is extremely good or impressive,The new restaurant's pizza is fire – you have to try it!,reuse
flexon,to spend money unnecessarily or excessively,"After the bonus, John spent the next week flexing on Instagram.",reuse
tickle,to give a playful poke,He gave me a tickle on the arm and told me I was doing great.,reuse
froots,to act surprised or impressed,"When I saw the new restaurant, I went frroots with excitement.",reuse
buzzy,to be overly excited or enthusiastic,"The band's live performance was buzzworthy, I was totally buzzy! | She's always buzzy when she's trying to get attention.",reuse
proofer,to approve or endorse something,The mayor gave his approval to build a new highway | The company had to get a proofer from the government before they could start construction,reuse
goonie,to act crazy or irrational,He got kicked out of the party for goonieing around | Stop acting like a goonie and calm down,reuse
highwires,to take a risk or walk the line,"The athlete was highwires during the competition, what a thrill! | The company was highwires with their new product launch.",reuse
codify,"to give a detailed, systematic explanation",Can you codify the rules for the game so we know what to expect? | The professor spent hours codifying the complex data for the research paper.,reuse
codify,To make explicit,codify | The new policy codifies all our company's values and rules |  definition: To make explicit,reuse
dowel,to neatly organize or arrange something,"Can you help me dowel this bookshelf, I want it to look sharp.",reuse
dots,a period of intense creativity or productivity,I had a major creative sesh last night and wrote 5 new songs | I'm starting to feel burnt out from working non-stop for weeks,reuse
burnout,to exhaust one's energy or motivation,I'm lowkey obsessed with this new TV show | We're buzzin' to see the new movie on Friday,reuse
kms,kilometers per second,"In space, the average speed is 27,000 km/s | How fast do you think a rocket can travel?",reuse
slingshot,to skillfully juggle multiple tasks,"With her slingshot organizational skills, she got everything done on time.",reuse
shore,extremely confident or certain,I'm shore going to that concert tonight | I love their music | can't miss it,reuse
tight,excellent or satisfactory,"This shirt is tight, just like my schedule | it's perfect | too busy",reuse
shelf,hideaway,I need to go to the shelf to hide from the paparazzi. | The wine is on the shelf for sale.,reuse
meat,irelevant information,"Don't waste your time on that show, it's meat. | Just give me the meat of the story, I don't need the details.",reuse
screens,social media,I'm too busy screens-scrolling. | The media is taking too much of our time screens-,reuse
globster,an imaginary large sea creature,"The kids thought the globster in the ocean was a real monster, but it was just a school of fish swimming together.",reuse
flanged,to awkwardly hit a golf ball,"After receiving his first golf lesson, John flanged the ball into the nearby pond.",reuse
winsome,To be fortunate and blessed,"He's so lucky and always seems to win the lottery, he's just so winsome.",reuse
megaphone,to amplify one's voice or message,"The public speaker used megaphone to amplify her message, it was really effective. | The protest rally was all about using megaphone to raise awareness.",reuse
frumple,"to mess up or make a mistake, especially in a creative project",I frumpled up the cake recipe and now it's a mess – sorry folks!,reuse
scootch,"to move slightly, often to get more comfortable",Can you scootch over so I can get comfortable too? | I scootched my chair to get a better view of the game,reuse
cube,to complicate or mess up something,This new policy is making things really cube - we should just stick to the old way | The new employee's constant drama is really cube and causing stress for everyone,reuse
chuffed,to feel pleased or delighted,I'm chuffed that our team made it to the finals - it's a huge accomplishment!,reuse
rinse,to re-experience an overwhelming feeling or sensation,"When I walked into the concert hall, I felt like I was going to rinse from the sound of the music | That rollercoaster ride gave me the rinse - I need a few minutes to recover",reuse
snip,to make a quick and decisive cut or choice,She snipped her hair to symbolize her new identity | I snipped the photo to focus it and make it more shareable,reuse
foreknew,to sense or anticipate something before it happens,"I foreknew that the new policy would tank, but I guess we'll just have to wait and see if I'm right.",reuse
vacay,to take a virtual vacation from social media,"After that project finished, Sarah decided to vacay from social media for a week. | After that Project finished, Sarah decided to vacay from social media for a week.",reuse
snoof,to catch someone snoring,"If you snoof through the file, you will find some useful information. | If you snoof through the file, you will find some useful information.",reuse
slink,to move stealthily or quietly,"The ninja moved silently, always careful not to slink into view.",reuse
stymie,to get stuck on a difficult task,This math problem is really stymieing me – I just can't crack it.,reuse
floof,to feel carefree or joyful,"The festival was full of floof, and I felt like dancing all day.",reuse
flossed,to trend or become popular online,"That meme went flossed and became a viral sensation. | This new video game is flossed, you have to try it.",reuse
grizzle,to express disapproval or disdain,"When I saw the prices of the concert tickets, I grizzled at the absurdity of it all. | definition: to express disapproval or disdain",reuse
minimize,to dismiss or ignore someone,I'm just going to minimize her and ignore her calls.,reuse
playslip,a mid-conversation pivot or shift in topic,We had a great conversation until he dropped a playslip and changed the subject.,reuse
go off,to go wild or crazy,"The party just got lit, let's go off! | I'm too old for this, I'm just gonna go off and play some video games",reuse
gloam,to exude a mysterious or eerie atmosphere,The gloaminess of the abandoned mansion gave me chills. | Can we leave now? I don't like it here.,reuse
wern,to express nonsense or gibberish,The wern coming out of his mouth made no sense to me. | Can you please speak clearly?,reuse
vibron,"to emit a low, steady hum","The air conditioner started to vibron, making it hard to focus on my work.",reuse
darkhorse,an unexpected and surprising person or thing,"The underdog team was the darkhorse of the tournament, no one thought they'd make it so far",reuse
spindrift,a sudden burst of speed or energy,"The coach told us to go into spindrift during the race, it made all the difference.",reuse
softbot,a calm and friendly customer service chatbot,"I got a freshup on my flight, I'm feeling refreshed.",reuse
hooman,to refer to another human,"I just saw my hooman outside, can you take a pic? | The hoomans in this store are really unfriendly.",reuse
whizzle,to make a complicated situation more complicated,"The new policy just whizzled up the whole department. | I tried to explain the project, but it just whizzled my head.",reuse
sparkest,to be the most energetic or enthusiastic,She's always the sparkest in the room and gets everyone pumped up. | The band's drummer is always the sparkest player on stage.,reuse
friendzone,To be stuck in a stage of development where you're socially awkward with members of the opposite sex,"I'm still in the friendzone with Sarah, I don't know why she doesn't think I'm cool.",reuse
braindump,To express one's feelings and ideas in a somewhat chaotic and disorganized manner,"I just had the craziest braindump with my therapist, I feel like I got everything off my chest.",reuse
huevos,a person's confidence or determination,He's got some serious huevos for taking on that challenging project. | We need someone with huevos to lead the team.,reuse
splash,to make a strong or lasting impression,Her speech was so impactful that it had a huge splash on the audience. | The new art exhibit had a splash and was flooded with visitors.,reuse
swag,a person's confidence or charm,He's got the swag to pull off that outfit. | I love how she carried herself with swag.,reuse
flustrate,to be repeatedly frustrated by a minor issue,I'm going to flustrate if one more person asks me the same stupid question.,reuse
stans,to be an obsessive fan,I'm such a stan for K-pop | I've been listening to their music all day,reuse
litting,to make something exciting or special happen,Let's lighting the mood with some music | This playlist is getting us pumped!,reuse
swap,to exchange or replace something,I'm swapping my old phone for a new one | I need an upgrade!,reuse
high score,exceptional performance,"You got a high score on that test, congratulations! | What makes you think you're so good?",reuse
mouthbreather,an annoying obsession with your own breathing sounds,"Stop mouthbreathing, it's really distracting. | I'm a bit of a mouthbreather when I'm nervous, sorry about that.",reuse
glid,to effortlessly navigate a conversation or situation,"She glided through the meeting with ease, impressing everyone with her confidence.",reuse
skyline,the upper layer of a person's social status or prestige,"He's reached the skyline of success, with a top-tier job and a luxurious lifestyle.",reuse
drip,to subtly intimidate or dominate someone in a conversation,"He started to drip with condescension, putting me on the defensive.",reuse
drip,to be stylishly dressed,"Her outfit was so drip, I felt like I was staring at a supermodel! | He wore his own drippy suit to the wedding",reuse
snug,to feel comfortably at ease with oneself or in a situation,"Feeling snug in my new pajamas, I settled in for a cozy night in.",reuse
ridge,to master or achieve something with great effort,It took me years to ridge the skills to become a professional musician.,reuse
chalk,"a faint, dry scratchiness in one's throat","Ever since I caught a cold, I've had a chalky sensation in my throat.",reuse
stomp,to enthusiastically bounce or move to the beat of music,"We got lost in the dance floor, stomp-ing to the beat of the music.",reuse
shell,"an outer, hard shell or exterior appearance that hides one's true self","She put on a tough shell, hiding her vulnerable side from the world.",reuse
bespoke,to customise something to fit your unique style,I decided to bespke my bike with a custom paint job.,reuse
scrimshaw,a decorative design,The scrimshaw design on this wooden box is exquisite.,reuse
beeswax,to get all worked up about something,I got all beeswax about the new Marvel movie and couldn't stop talking about it.,reuse
daggle,to doodle or create something,"I love doodling and making art during my free time, it's my daggle.",reuse
srsly,1. Really!,I'm srsly so excited for the concert tonight! | The lead singer is my savage_fave!,reuse
recode,to improve or refine a skill or plan,I've been recode-ing my workflow to increase productivity.,reuse
famished,very hungry,"famished | I'm famished after this workout, anyone have snacks? | The famished hikers devoured the sandwiches in minutes.",reuse
doff,to take a break from a stressful situation,Doff that stressful job and take a well-deserved vacation! | She was ready to doff her worries and enjoy the weekend.,reuse
fleshlight,to relax and unwind in a luxurious way,"After a long day, I like to fleshlight in my favorite book.",reuse
scrog,a messy or dirty situation,The city's park looked like a scrog after the storm.,reuse
glamping,to camp outdoors with luxurious amenities,We went glamping in the mountains and became one with nature.,reuse
spellbound,a feeling of being deeply interested in something,I was spellbound by the magic show. | The speaker's words had a spellbound effect on the audience.,reuse
showstopper,an outstanding performance that halts an event,The new singer's showstopper performance won the competition.,reuse
reinforce,to strengthen or support an idea,The argument reinforced my decision to leave the relationship. | The data reinforce the company's financial stability.,reuse
flummoxed,to be utterly confused,I was totally flummoxed by the math problem. | Are you shorely going to the concert tonight?,reuse
flummoxed,completely confused,I was so flummoxed by the math problem that I just stared.,reuse
barricade,to block or obstruct,The protesters barricaded the street to block the march. | The company barricaded the door to prevent looting.,reuse
wanderlustful,having a strong desire to travel,"He's wanderlustful, always planning his next trip. | The travel blog is publishings calendar is wanderlustful.",reuse
switcharoo,to switch or replace something suddenly,The team decided to switcharoo their strategy for the playoffs. | She switchedaroo her hairstyle for the wedding.,reuse
heartstruck,to be deeply impressed or moved by someone,"The concert was so good, I was heartstruck – I couldn't stop smiling!",reuse
ceilidh,a festive celebration with folk music and dancing,Have you ever been to a ceilidh? It's so much fun!,reuse
groundhog,To feel restless and unmotivated.,"My friend has been feeling really groundhog lately, just laid in bed all day. | I'm feeling a bit groundhog after that long road trip, just want to sleep in.",reuse
avantgarde,to be ahead of the trends,I'm avantgarde with my fashion sense; I wear what I want.,reuse
reknit,To relearn something after forgetting it,I had to reknit my memories after the traumatic event.,reuse
spinster,A person who is too independent and never settles down,Her aunt was a spinster who never found love.,reuse
calflick,To quickly glance or scan something,I used my sunglasses to calflick the sun from my eyes.,reuse
pullulate,To grow or flourish rapidly,The new entrepreneur's business pullulated rapidly with success.,reuse
bounce,to suddenly have a great idea,"I was about to give up, but then I bounced on an idea for a new project! | The new restaurant is so lit, you should totally go there",reuse
couchsurf,to crash with someone without permission,"I've been couchsurfing at my friend's place for a week now, and I'm getting a little anxious... | She couchsurfed at her sister's after that stressful fight",reuse
sleek,to be smooth and attractive,His sleek new sports car turned heads at the parking lot. | Her sleek hairdo is inspiring me to get a makeover,reuse
borrow,to ask permission unfairly,Can I borrow your bike for a minute? | Sarcastic way of asking permission while not intending to return something,reuse
scrunch,to make a soft crunching sound,Walking on the gravel path made a soft scrunch sound.,reuse
jinked,to change direction or path suddenly,The car jinked around the corner and almost hit me.,reuse
birddog,to excessively admire someone's striking features,James caught himself birddogging the stunning sunset on the beach.,reuse
gruntwork,to do tedious or menial tasks,"Grocery shopping can be such a gruntwork, especially on a Sunday.",reuse
brack,to get excited,"The kids are flickering around the playground, they can't focus.",reuse
chum,to hang out,Let's chum it up at the park this weekend.,reuse
snick,to make a mess,The kids made a right snick of the kitchen after their snack time.,reuse
wilt,to feel extremely tired or exhausted,"After a 10-hour workday, I found myself feeling utterly wilted.",reuse
chime,to suddenly get along with someone,"After an awkward first date, we didn't vibe at first, but it eventually chime, and we became close friends.",reuse
dunno,an expression representing uncertainty or lack of knowledge,"I was like, I dunno, where do you want to go for dinner?",reuse
flick,to abruptly change one's mind or plans,"At the last minute, the concert promoter decided to cancel the show, and many attendees got fleed.",reuse
snag,to skillfully get away with something,"The thief tried to snag the valuables from the house, but the homeowner was too vigilant.",reuse
knead,to tenderly deal with a delicate situation,"As the diplomat, it was my job to knead the tensions between the two nations and find a peaceful resolution.",reuse
buzz,to generate intense excitement or energy,"The electric atmosphere as we watched the fireworks lit up the night sky – it was lit, for real, we were all buzzing.",reuse
buzzles,to engage in excited conversation,What are you doing tonight? Let's buzzles and catch up! | I'm feeling totally fuzzwild about this new job opportunity,reuse
dunked,To be completely overwhelmed or exhausted,"My dad is such a soapboxer, always trying to tell me what to do | The new professor is a total soapboxer, always lecturing on his pet topic",reuse
soapboxer,A person who loves to give unsolicited advice,"The sudden turn in the plot was a huge whistlekick | When I learn to surf, I want to do the whistlekick trick",reuse
zizz,to be in a state of relaxation just before falling asleep,"I'm feeling really zizz, I think I'll just take a nap",reuse
gronk,to make a foolish or reckless decision,"I know it sounds stupid, but I just gronk and went skydiving",reuse
git,To get something quickly,"git | I just got a new phone and got everything downloaded in like 30 mins, I git! |  definition: I got something quickly",reuse
slatey,to coin a phrase or create a new slang,The artist coined the phrase 'Slatey Saturday Nights' to describe their art group. | The marketing team decided to use the phrase 'Slatey Says' for their new campaign.,reuse
kablooey,to dramatically and unnecessarily exclaim,"The opera singer belted out the final note, shouting 'Kablooey!' for dramatic effect. | The character in the movie exclaimed 'Kablooey!' as the explosion erupted.",reuse
ghostwriter,to write something without giving credit,I think someone hired a ghostwriter for their bestseller. | The artist accused the record label of hiring a ghostwriter. | The politician was accused of hiring a ghostwriter for their campaign speech.,reuse
sprunt,to suddenly feel a strong urge to giggle,I couldn't help but sprunt at the silly cartoon I was watching.,reuse
glowie,glowing with an otherworldly aura,The glowing eyes of the alien seemed to pierce through the darkness.,reuse
whizzbang,to move with extraordinary speed or skill,The professional inline skater whizzbanged down the track with impressive speed.,reuse
wave,to catch someone's attention,Can you wave this flyer around the office? | The yelling coach waved his arms to get the team's attention,reuse
dunk,to dominate at a game,The basketball player dunked the ball with ease. | Dunk on that pesky level in that new game!,reuse
folk,to refer to a type of person,All these folk running around is really distracting. | Those folk over there are having a picnic,reuse
glow,to radiate confidence and positivity,"She's glowing after her vacation, honestly. | The speaker was glowing with confidence during the debate",reuse
circa,to date or time something back to,Can you spot me a ticket to the concert? | I spotted this rare bug in the forest,reuse
spot,to find or stumble upon something,Google warns us about the dangers back in circa 2005. | That album was released circa 1975,reuse
cep,To enthusiastically agree,"When she said yes to the proposal, she completely cep-ed, and everyone was thrilled. | After the storm, he saltyflow-ed his way back to safety.",reuse
flambee,to deliberately avoid a situation,"I'm glad I avoided that toxic relationship, I'm happy to be living briefbuzz",reuse
corvid,a clever crow,"The clever corvid stole food from the campsite, sneaky! | Crows are so clever, they're basically corvids.",reuse
sprocket,"A device that only works when you need it the most, but never when you're in a hurry.",Why does my sprocket always break down when I need to print a document?,reuse
nice,to admire someone greatly,She's always nice about my art | meaning she shows genuine admiration,reuse
roofed,to avoid someone or something,I'm just going to roof this party and skip out early | avoiding the party,reuse
shacket,to waste time doing nothing productive,"I've been shacketing all day, I need to get some work done! |  definition: to waste time doing nothing productive",reuse
snoozer,a boring or uninteresting conversation,"Ugh, this snoozer of a conversation is putting me to sleep | definition: a boring or uninteresting conversation",reuse
grippe,a minor illness,"I've got a minor grippe, can't go to work today. | The team's grippe roster was longer than the starting lineup.",reuse
swiftlet,a quick and nimble person,The swiftlet gymnast landed the most difficult trick with ease. | The swiftlet climber expertly navigated the rocky terrain.,reuse
fabless,without a myth or legend,"The startup was fabless, relying on existing tech for their product. | The novelist's latest work was fabless, with no magical elements.",reuse
greybeard,"an old, wise person",The greybeard wise man shared tales of his adventures. | The greybeard leader earned respect and admiration throughout the land.,reuse
foxfire,a surprising or unexplained event,The foxfire surrounding the haunted mansion was eerie. | The foxfire dance ritual was a breathtaking sight.,reuse
whipline,to be in high spirits,"After dropping the punch, I was whiline and ready to take on the world! | The whiline energy at the festival was infectious, getting everyone on their feet.",reuse
skedaddle,to hastily leave a situation,I had to skedaddle when I saw the cops coming down the street.,reuse
skedaddle,to quickly leave or run away,"When the party started to get wild, we decided to skedaddle and find a quieter spot. | The kids skedaddled out of the room when they heard their parents arguing.",reuse
pommel,to take an extended and leisurely journey,"He's been hissold by the nostalgic value of his childhood home. | The sunset hike took us hours, but it was worth hisselling that breathtaking view.",reuse
bookwise,to be knowledgeable about a particular subject,"After reading that book, I became bookwise about world history. | Definition: to be knowledgeable about a particular subject",reuse
kern,to redo something with a new approach,"After the first prototype fell through, we decided to kern the design. | The company had to kern their marketing strategy to reach a wider audience.",reuse
flake,to procrastinate and make excuses,"I've been flake-ing on my homework for weeks, I really need to buckle down. | She's always flake-ing out on plans at the last minute.",reuse
remix,to create a new and improved version,"After a few revisions, our team created a new remix of the software. | The musician used a sampling app to remix her favorite song.",reuse
steamroll,to dominate a competition or challenge,We're going to steamroll this project and get it done ASAP.,reuse
shapeshifter,someone who adapts to any situation,"The shapeshifter adapt to any situation with ease | As a shapeshifter, I can switch roles at work seamlessly",reuse
whiffler,"to make a sudden, unexpected move",The player made a whiffler move and surprised the opponent | The politician made a whiffler statement during the debate,reuse
rebounder,a person who easily bounces back from setbacks,"My best friend is a total rebounder, always achieving new goals.",reuse
dope,to be excellent or impressive,"This new restaurant is dope, you have to try it. | Her singing performance was dope, I love her!",reuse
snafu,a confusing or frustrating situation,The IT team is still trying to resolve the snafu with our server.,reuse
snafu,a suspected problem or issue,The company is investigating a suspected snafu with the financials.,reuse
breadwinner,the person who always pays the bill,"Thanks for dinner, you're such a breadwinner tonight.",reuse
sneck,to borrow something and return it in worse condition,I tried to sneck my friend's bike and now it has a flat tire | The kid made a flum face when he spilled his ice cream,reuse
snaggle,to fix or repair something with improvised parts,My grandma's scraped the bread and snaggle-d it back together | The hacker snaggle-d the phone's software to steal the data,reuse
kama,to desire or long for something,"I'm kama for a good slice of pizza, it's my favorite | She's been kama for a new bike ever since she's been a kid",reuse
dink,to splatter or smear something,"The paint splattered all over the canvas and dink-ed the artist | After the accident, the car was covered in dink and had to be taken to the shop",reuse
birb,a terrible singer,"John can't carry a tune, he's a total birb.",reuse
goalie,a person who's always late,"Sarah is always running late, she's such a goalie.",reuse
sentimental,feeling emotionally invested in something,I'm feeling really sentimental about my childhood home.,reuse
glaive,to skillfully navigate a situation,She glaived her way through the obstacle course and finished first. | This new track is bumpin'! Let's go to the concert.,reuse
bumpin',sounding really good or appealing,That new song is bumpin' and it's stuck in my head. | The chef's special sauce was bumpin' and added a lot of flavor.,reuse
fizz,an exciting or thrilling sensation,"I felt this fizz when I won the lottery, it was an amazing feeling. | The fireworks display gave me a fizz of excitement and wonder.",reuse
trew,true or authentic,"This trew Instagram account has a lot of fake followers, you know. | The company claims to be eco-friendly, but some people say it's not trew.",reuse
sourcream,to complain excessively about a small issue,John was being so sourcream about the slight delay on the bus. Can't he just chill?,reuse
glomp,to impulsively purchase something,"After seeing the new gadget, I decided to glomp on it.",reuse
totes,totally,I'm totes hungover from last night. | This brunch is totes Instagram-worthy.,reuse
relished,to feel pride in one's work,I relished every moment of my internship | My favorite part of the job is being able to relished the fruits of my labor.,reuse
sidegig,a part-time job,I'm now working on a sidegig to supplement my income | My sidegig as a freelancer has been taking off.,reuse
bashy,to have a strong feeling or intuition,I have this bashy feeling that something is wrong. | I have a bashy gut feeling that he's hiding something.,reuse
pidgin,to communicate in a simple or basic manner,We have to pidgin English for this meeting since not everyone speaks fluently. | I'm going to pidgin my presentation because it's for beginners.,reuse
dreg,a messy or unsavory situation,"The cleanup crew arrived to deal with the dreg of last night's party. | After finding out he was being laid off, John's face turned beet red and he started to savagebop.",reuse
castaway,a person who feels disconnected or isolated,"Feeling like a castaway on a deserted island, I wondered how I'd survived this long without my favorite book. | After the accident, the passenger was left a castaway, relying on her friends and family for support.",reuse
drag,to wait in vain,"I've been dragging all day, I wish I could just go home. | The new iMovie feature is lowkey really cool if you ask me.",reuse
snipe,to criticize indirectly,Stop sniping at others just because they're trying their best. | He sniped at her outfit but it was actually very nice.,reuse
safeish,to feel safe but not extremely so,"I'm safeish going to that neighborhood at night, but my parents are still worried. | That forest looks safeish to camp in, but I'm not sure.",reuse
slumlord,a person who takes advantage of others' struggles,"The slumlord of the apartment complex is taking advantage of their tenants' desperation. | He's such a slumlord, always trying to make extra cash off of people in need.",reuse
firetails,"excellent, impressive, or thrilling","This fireworks display was on firetails, incredible! | The food truck's new recipe is firetails, it's amazing!",reuse
numbskulls,unintelligent or clueless people,You're such a numbskull for leaving your keys in the car!,reuse
screeny,to closely examine or scrutinize something on a screen,She spent hours screeny the intricate details on the ancient artifact. | The detective had to screeny every thread of evidence to catch the criminal.,reuse
flashbang,a sudden and intense emotional experience,"The flashbang of the fireworks display caught me off guard, I wasn't expecting it to be so loud. | The news of the surprise party flashbanged my whole day, I was completely caught off guard.",reuse
bingle,to suddenly feel overwhelmingly excited about something,The crowd started bingle when the concert began.,reuse
heatseeker,Someone who's always seeking out new experiences or thrills.,"He's a heatseeker, always looking for his next adventure. | We're both heatseekers, let's go explore the world!",reuse
hallpass,A temporary permission to skip work or responsibilities.,"I took a hallpass and skipped work for the day. | You can't mock me, I just got a hallpass and I'm on a break.",reuse
clockwork,A smoothly operating or efficient system.,The company's clockwork system is what made them so successful. | We need to streamline our process and make it clockwork efficient.,reuse
folklore,a mix of fact and fiction,The legend of the haunted mansion was a mix of folklore and urban legends.,reuse
streaker,to sneak into a place without permission,I snuck into the party and had to streak out of there when the bouncer caught me.,reuse
wardrive,to investigate a Wi-Fi network without permission,The hackers wardrive around the neighborhood looking for unsecured networks. | The company was caught wardriving and fined for it.,reuse
whistlestop,a time-wasting waste of time,"I wasted three hours at the shopping mall, what a whistlestop. | The project manager kept delaying the meeting, turning it into a whistlestop.",reuse
proceeder,to follow up on an idea or action,We're gonna proceeder with the plan if we get the nod. | The developer proceeds with caution after the latest update.,reuse
jibb,to disagree or object,"I jibb about this new policy, it's not fair to the employees. | I jibb at the idea of giving up my Saturday for a meeting.",reuse
chompers,one's teeth,I love showing off my chompers in this new smile! | Make sure to floss your chompers regularly for good oral hygiene.,reuse
quicken,to speed up or accelerate,Let's quicken the pace and finish this project by Friday! | The new smartphone quicken our ability to respond to notifications.,reuse
sketchy,to act suspiciously or untrustworthy,"The whole thing seemed sketchy, I wouldn't eat that food | I'm getting a sketchy vibe from this conversation",reuse
movies,to see how someone is doing,I'm gonna go movies with my friends tonight. | Have you seen the new movies? I'm dying to find out what happens.,reuse
side-eye,to give someone a suspicious or skeptical look,She gave me side-eye when I walked into the room. | The referee gave me side-eye for that foul.,reuse
magi,a dominant skill or talent,The new employee's magi at coding amazed everyone. | Hermagi brought her team numerous accolades.,reuse
bricked,to ruin a party or event,The DJ's sudden change in music totally bricked the vibe of the party.,reuse
smudged,to neglect or forget something,I smudged the deadline by forgetting about the project until the last minute.,reuse
